user_name,anime_id,title,url,score
mattslist,31757,Kizumonogatari Part 2: Hot-Blooded,https://myanimelist.net/anime/31757/Kizumonogatari_II__Nekketsu-hen,7
mattslist,31758,Kizumonogatari Part 3: Cold-Blooded,https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen,7
mattslist,11887,Kokoro Connect,https://myanimelist.net/anime/11887/Kokoro_Connect,4
mattslist,16001,Kokoro Connect OVA,https://myanimelist.net/anime/16001/Kokoro_Connect__Michi_Random,4
mattslist,48926,Komi Can't Communicate,https://myanimelist.net/anime/48926/Komi-san_wa_Comyushou_desu,8
mattslist,50631,Komi Can't Communicate Season 2,https://myanimelist.net/anime/50631/Komi-san_wa_Comyushou_desu_2nd_Season,7
mattslist,38080,Kono Oto Tomare!: Sounds of Life,https://myanimelist.net/anime/38080/Kono_Oto_Tomare,9
mattslist,38889,Kono Oto Tomare!: Sounds of Life Season 2,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_Part_2,9
mattslist,30831,KonoSuba: God's Blessing on This Wonderful World!,https://myanimelist.net/anime/30831/Kono_Subarashii_Sekai_ni_Shukufuku_wo,7
mattslist,32937,KonoSuba: God's Blessing on This Wonderful World! 2,https://myanimelist.net/anime/32937/Kono_Subarashii_Sekai_ni_Shukufuku_wo_2,7
mattslist,32268,Koyomimonogatari,https://myanimelist.net/anime/32268/Koyomimonogatari,8
mattslist,11771,Kuroko's Basketball,https://myanimelist.net/anime/11771/Kuroko_no_Basket,7
mattslist,16894,Kuroko's Basketball 2,https://myanimelist.net/anime/16894/Kuroko_no_Basket_2nd_Season,7
mattslist,24415,Kuroko's Basketball 3,https://myanimelist.net/anime/24415/Kuroko_no_Basket_3rd_Season,7
mattslist,31658,Kuroko's Basketball the Movie: Last Game,https://myanimelist.net/anime/31658/Kuroko_no_Basket_Movie_4__Last_Game,6
mattslist,7148,Ladies versus Butlers!,https://myanimelist.net/anime/7148/Ladies_versus_Butlers,3
mattslist,17265,Log Horizon,https://myanimelist.net/anime/17265/Log_Horizon,5
mattslist,23321,Log Horizon 2,https://myanimelist.net/anime/23321/Log_Horizon_2nd_Season,5
mattslist,34934,Love and Lies,https://myanimelist.net/anime/34934/Koi_to_Uso,6
mattslist,14741,"Love, Chunibyo & Other Delusions!",https://myanimelist.net/anime/14741/Chuunibyou_demo_Koi_ga_Shitai,7
mattslist,18671,"Love, Chunibyo & Other Delusions!: Heart Throb",https://myanimelist.net/anime/18671/Chuunibyou_demo_Koi_ga_Shitai_Ren,7
mattslist,19021,"Love, Chunibyo & Other Delusions!: Rikka Version",https://myanimelist.net/anime/19021/Takanashi_Rikka_Kai__Chuunibyou_demo_Koi_ga_Shitai_Movie,5
mattslist,35608,"Love, Chunibyo & Other Delusions!: Take On Me",https://myanimelist.net/anime/35608/Chuunibyou_demo_Koi_ga_Shitai_Movie__Take_On_Me,6
mattslist,34599,Made in Abyss,https://myanimelist.net/anime/34599/Made_in_Abyss,8
mattslist,36862,Made in Abyss: Dawn of the Deep Soul,https://myanimelist.net/anime/36862/Made_in_Abyss_Movie_3__Fukaki_Tamashii_no_Reimei,8
mattslist,41084,Made in Abyss: The Golden City of the Scorching Sun,https://myanimelist.net/anime/41084/Made_in_Abyss__Retsujitsu_no_Ougonkyou,8
